name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
imported/rsc/reallyhard0-1mb,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1048602,173222,4.57s,16.97us,230.00ns,17.26us,2.82us,16.44us,132.26us
imported/rsc/reallyreallyhard0-32,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,47,1000000,0.96s,190.00ns,0.00ns,191.00ns,24.00ns,180.00ns,10.01us
imported/rsc/reallyreallyhard0-32,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,47,1000000,889.06ms,190.00ns,0.00ns,190.00ns,17.00ns,180.00ns,4.33us
imported/rsc/reallyreallyhard0-1k,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1039,1000000,755.75ms,120.00ns,0.00ns,121.00ns,309.00ns,110.00ns,150.73us
imported/rsc/reallyreallyhard0-1k,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1039,1000000,806.01ms,120.00ns,0.00ns,120.00ns,351.00ns,110.00ns,151.21us
imported/rsc/reallyreallyhard0-32k,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,32783,1000000,1.91s,690.00ns,0.00ns,691.00ns,27.00ns,660.00ns,7.18us
imported/rsc/reallyreallyhard0-32k,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,32783,1000000,1.81s,660.00ns,0.00ns,666.00ns,33.00ns,640.00ns,10.72us
imported/rsc/reallyreallyhard0-1mb,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1048591,160502,4.57s,18.57us,230.00ns,18.64us,1.54us,17.54us,127.84us
imported/rsc/reallyreallyhard0-1mb,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1048591,175190,4.58s,16.81us,290.00ns,17.07us,663.00ns,16.37us,32.11us
imported/rsc/reallyreallyreallyhard0-32,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,51,1000000,906.74ms,190.00ns,0.00ns,191.00ns,356.00ns,180.00ns,149.19us
imported/rsc/reallyreallyreallyhard0-32,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,51,1000000,888.85ms,190.00ns,0.00ns,194.00ns,23.00ns,180.00ns,13.63us
imported/rsc/reallyreallyreallyhard0-1k,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1043,1000000,739.22ms,120.00ns,0.00ns,124.00ns,18.00ns,110.00ns,4.71us
imported/rsc/reallyreallyreallyhard0-1k,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1043,1000000,757.20ms,120.00ns,0.00ns,123.00ns,17.00ns,110.00ns,4.71us
imported/rsc/reallyreallyreallyhard0-32k,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,32787,1000000,1.87s,680.00ns,10.00ns,677.00ns,36.00ns,640.00ns,10.80us
imported/rsc/reallyreallyreallyhard0-32k,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,32787,1000000,1.82s,660.00ns,0.00ns,658.00ns,36.00ns,630.00ns,12.43us
imported/rsc/reallyreallyreallyhard0-1mb,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1048595,165061,4.62s,18.02us,60.00ns,18.12us,769.00ns,17.76us,58.46us
imported/rsc/reallyreallyreallyhard0-1mb,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1048595,167598,4.62s,17.68us,291.00ns,17.85us,0.96us,16.98us,109.67us
imported/sherlock/name-sherlock,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,233344,4.63s,12.78us,170.00ns,12.80us,596.00ns,11.80us,46.37us
imported/sherlock/name-sherlock,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,218511,4.63s,13.62us,31.00ns,13.68us,526.00ns,13.41us,56.83us
imported/sherlock/name-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,158673,4.62s,18.73us,180.00ns,18.85us,758.00ns,17.58us,35.59us
imported/sherlock/name-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,153532,4.57s,19.43us,450.00ns,19.48us,832.00ns,18.68us,60.28us
imported/sherlock/name-sherlock-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,243809,4.62s,12.02us,210.00ns,12.25us,828.00ns,11.55us,48.69us
imported/sherlock/name-sherlock-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,217712,4.62s,13.52us,160.00ns,13.73us,2.68us,13.19us,164.13us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,69864,4.56s,42.67us,151.00ns,42.88us,795.00ns,42.17us,80.40us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,68888,4.56s,43.37us,139.00ns,43.49us,716.00ns,42.82us,81.33us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,40669,4.56s,73.48us,280.00ns,73.71us,1.50us,72.21us,107.26us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,41214,4.56s,72.73us,480.00ns,72.73us,1.42us,70.96us,107.58us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,64697,4.56s,46.18us,171.00ns,46.31us,879.00ns,45.26us,83.48us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,67239,4.56s,44.34us,229.00ns,44.56us,809.00ns,43.94us,82.85us
imported/sherlock/name-whitespace,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,158088,4.56s,18.73us,270.00ns,18.92us,2.62us,18.23us,184.27us
imported/sherlock/name-whitespace,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,141130,4.57s,21.01us,60.00ns,21.20us,1.47us,20.70us,68.15us
imported/sherlock/name-alt1,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,150587,4.57s,19.68us,79.00ns,19.86us,1.32us,19.19us,64.67us
imported/sherlock/name-alt1,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,141796,4.57s,21.01us,110.00ns,21.10us,687.00ns,20.16us,57.55us
imported/sherlock/name-alt2,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,57941,4.56s,51.62us,251.00ns,51.72us,706.00ns,50.67us,85.90us
imported/sherlock/name-alt2,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,59084,4.56s,50.55us,220.00ns,50.72us,737.00ns,49.84us,86.96us
imported/sherlock/name-alt3,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,52721,4.56s,56.77us,550.00ns,56.85us,1.80us,55.67us,106.72us
imported/sherlock/name-alt3,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,53011,4.56s,56.07us,460.00ns,56.54us,6.34us,54.80us,178.99us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,8352,4.51s,358.69us,510.00ns,359.17us,4.21us,353.61us,529.73us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,8189,4.51s,365.75us,1.95us,366.33us,7.63us,362.16us,595.69us
imported/sherlock/name-alt4,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,41806,4.56s,70.87us,200.00ns,71.70us,3.35us,69.60us,112.83us
imported/sherlock/name-alt4,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,40984,4.56s,72.99us,480.00ns,73.14us,2.71us,70.66us,238.59us
imported/sherlock/name-alt4-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,22664,4.56s,132.13us,0.99us,132.32us,1.47us,130.28us,205.71us
imported/sherlock/name-alt4-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,22311,4.56s,134.28us,531.00ns,134.41us,1.12us,132.87us,165.98us
imported/sherlock/name-alt5,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,56031,4.56s,53.19us,140.00ns,53.49us,772.00ns,52.83us,88.69us
imported/sherlock/name-alt5,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,55873,4.56s,53.54us,260.00ns,53.64us,829.00ns,52.82us,88.54us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,18100,4.56s,165.46us,561.00ns,165.69us,1.43us,163.90us,195.95us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,18369,4.56s,163.14us,560.00ns,163.27us,1.05us,161.33us,190.05us
imported/sherlock/no-match-uncommon,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,325268,4.68s,9.17us,311.00ns,9.17us,675.00ns,8.12us,38.09us
imported/sherlock/no-match-uncommon,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,367375,4.69s,8.02us,80.00ns,8.12us,464.00ns,7.82us,42.71us
imported/sherlock/no-match-common,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,369292,4.69s,8.03us,20.00ns,8.07us,468.00ns,7.91us,36.21us
imported/sherlock/no-match-common,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,361361,4.68s,8.17us,40.00ns,8.25us,553.00ns,8.03us,42.88us
imported/sherlock/no-match-really-common,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,186105,4.62s,15.89us,50.00ns,16.07us,2.57us,15.69us,124.49us
imported/sherlock/no-match-really-common,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,225359,4.63s,13.12us,380.00ns,13.26us,0.95us,12.53us,55.99us
imported/sherlock/the-lower,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,17467,4.51s,171.31us,620.00ns,171.70us,1.20us,169.19us,191.80us
imported/sherlock/the-lower,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,17565,4.51s,170.70us,889.00ns,170.75us,2.91us,167.56us,243.30us
imported/sherlock/the-upper,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,129676,4.57s,23.08us,190.00ns,23.08us,608.00ns,22.29us,58.69us
imported/sherlock/the-upper,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,142707,4.56s,21.10us,160.00ns,20.97us,675.00ns,19.83us,34.95us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,8084,4.51s,368.82us,1.61us,371.08us,13.29us,363.42us,580.28us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,8064,4.51s,371.73us,2.31us,372.01us,2.87us,366.92us,382.91us
imported/sherlock/everything-greedy,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,1032,4.51s,2.89ms,22.75us,2.91ms,130.68us,2.82ms,4.32ms
imported/sherlock/everything-greedy,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,1058,4.51s,2.82ms,20.89us,2.84ms,142.25us,2.77ms,4.41ms
imported/sherlock/everything-greedy-nl,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,1427,4.51s,2.09ms,16.59us,2.10ms,34.34us,2.07ms,2.33ms
imported/sherlock/everything-greedy-nl,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,1461,4.51s,2.04ms,7.47us,2.05ms,23.57us,2.03ms,2.19ms
imported/sherlock/letters,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,204,4.56s,14.76ms,63.17us,14.76ms,109.71us,14.51ms,15.13ms
imported/sherlock/letters,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,203,4.56s,14.78ms,60.92us,14.78ms,101.20us,14.60ms,15.23ms
imported/sherlock/letters-upper,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,2411,4.51s,1.24ms,7.76us,1.24ms,28.27us,1.22ms,1.45ms
imported/sherlock/letters-upper,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,2352,4.51s,1.27ms,4.58us,1.28ms,7.90us,1.25ms,1.31ms
imported/sherlock/letters-lower,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,206,4.51s,14.57ms,25.16us,14.57ms,39.08us,14.48ms,14.71ms
imported/sherlock/letters-lower,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,202,4.56s,14.87ms,55.27us,14.86ms,81.69us,14.65ms,15.15ms
imported/sherlock/words,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,437,4.51s,6.86ms,8.93us,6.87ms,17.35us,6.82ms,7.05ms
imported/sherlock/words,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,422,4.51s,7.05ms,16.78us,7.11ms,351.56us,6.98ms,10.33ms
imported/sherlock/before-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,69234,4.56s,43.15us,180.00ns,43.27us,1.18us,42.08us,113.29us
imported/sherlock/before-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,68665,4.57s,43.51us,169.00ns,43.63us,1.04us,42.82us,79.91us
imported/sherlock/before-after-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,75517,4.57s,39.56us,199.00ns,39.67us,0.96us,38.64us,87.11us
imported/sherlock/before-after-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,72829,4.56s,41.06us,169.00ns,41.13us,1.11us,39.20us,79.24us
imported/sherlock/holmes-cochar-watson,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,45931,4.56s,64.79us,220.00ns,65.26us,4.22us,64.04us,180.59us
imported/sherlock/holmes-cochar-watson,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,45146,4.56s,66.25us,270.00ns,66.39us,824.00ns,65.30us,100.93us
imported/sherlock/holmes-coword-watson,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,8085,4.56s,369.82us,670.00ns,371.02us,2.36us,368.16us,395.05us
imported/sherlock/holmes-coword-watson,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,8220,4.51s,364.26us,1.86us,364.95us,11.77us,357.73us,815.86us
imported/sherlock/quotes,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,11383,4.51s,263.61us,1.31us,263.50us,1.75us,258.80us,283.86us
imported/sherlock/quotes,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,11351,4.56s,263.69us,2.26us,264.24us,8.35us,257.27us,599.65us
imported/sherlock/line-boundary-sherlock-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,184872,4.62s,16.15us,110.00ns,16.17us,684.00ns,15.53us,48.82us
imported/sherlock/line-boundary-sherlock-holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,169641,4.62s,17.54us,50.00ns,17.63us,669.00ns,17.30us,55.13us
imported/sherlock/word-ending-n,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,3185,4.51s,936.37us,3.53us,942.07us,20.79us,929.30us,1.33ms
imported/sherlock/word-ending-n,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,3115,4.51s,0.96ms,4.25us,0.96ms,5.46us,0.95ms,1.06ms
imported/sherlock/repeated-class-negation,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,84162,4.56s,35.16us,210.00ns,35.59us,1.65us,34.16us,102.02us
imported/sherlock/repeated-class-negation,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,80819,4.56s,36.93us,250.00ns,37.06us,555.00ns,36.27us,50.25us
imported/sherlock/ing-suffix,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,13133,4.51s,228.28us,1.16us,228.38us,3.09us,224.87us,285.15us
imported/sherlock/ing-suffix,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,13134,4.51s,227.92us,630.00ns,228.37us,1.34us,226.41us,276.86us
imported/sherlock/ing-suffix-limited-space,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,13549,4.51s,221.06us,910.00ns,221.38us,1.93us,218.44us,263.12us
imported/sherlock/ing-suffix-limited-space,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,13550,4.51s,220.95us,640.00ns,221.36us,1.15us,219.45us,231.28us
opt/accelerate/whole-line,grep,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,7384531,447,4.56s,6.73ms,17.60us,6.72ms,34.66us,6.64ms,6.78ms
opt/accelerate/whole-line,grep,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,7384531,453,4.56s,6.59ms,6.56us,6.62ms,192.47us,6.56ms,7.89ms
opt/accelerate/non-dna,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1016745,3112,4.51s,0.96ms,3.50us,0.96ms,5.37us,0.95ms,1.05ms
opt/accelerate/non-dna,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1016745,3077,4.51s,0.97ms,4.91us,0.97ms,7.94us,0.96ms,1.06ms
opt/backtrack/words-english,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,742,4.51s,4.11ms,20.86us,4.04ms,123.73us,3.83ms,4.27ms
opt/backtrack/words-english,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,793,4.51s,3.83ms,22.45us,3.79ms,105.96us,3.54ms,4.04ms
opt/backtrack/words-russian,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613423,201,4.51s,14.92ms,93.24us,14.93ms,114.42us,14.75ms,15.77ms
opt/backtrack/words-russian,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613423,209,4.56s,14.36ms,23.37us,14.37ms,56.72us,14.29ms,14.54ms
opt/fixed-length/too-small-ascii,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,6,1000000,553.30ms,30.00ns,0.00ns,30.00ns,11.00ns,20.00ns,5.55us
opt/fixed-length/too-small-ascii,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,6,1000000,553.26ms,30.00ns,0.00ns,29.00ns,16.00ns,20.00ns,12.87us
opt/fixed-length/too-small-unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,36,1000000,553.42ms,30.00ns,0.00ns,30.00ns,13.00ns,20.00ns,9.66us
opt/fixed-length/too-small-unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,36,1000000,552.99ms,30.00ns,0.00ns,29.00ns,8.00ns,20.00ns,5.97us
opt/fixed-length/too-big-ascii,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,52,1000000,564.61ms,30.00ns,0.00ns,30.00ns,14.00ns,20.00ns,12.51us
opt/fixed-length/too-big-ascii,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,52,1000000,565.08ms,30.00ns,0.00ns,30.00ns,8.00ns,20.00ns,4.44us
opt/fixed-length/too-big-unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,44,1000000,557.34ms,30.00ns,0.00ns,30.00ns,6.00ns,20.00ns,2.80us
opt/fixed-length/too-big-unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,44,1000000,553.34ms,30.00ns,0.00ns,29.00ns,7.00ns,20.00ns,2.79us
opt/fixed-length/go33484-1,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,10000,1000000,553.64ms,30.00ns,0.00ns,30.00ns,13.00ns,20.00ns,11.62us
opt/fixed-length/go33484-1,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,10000,1000000,564.81ms,30.00ns,0.00ns,29.00ns,8.00ns,20.00ns,6.85us
opt/fixed-length/go33484-2,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,10000,1000000,553.38ms,30.00ns,0.00ns,30.00ns,11.00ns,20.00ns,5.23us
opt/fixed-length/go33484-2,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,10000,1000000,553.37ms,30.00ns,0.00ns,30.00ns,10.00ns,20.00ns,3.65us
opt/fixed-length/go33484-3,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1000,1000000,537.57ms,30.00ns,0.00ns,30.00ns,8.00ns,20.00ns,3.04us
opt/fixed-length/go33484-3,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1000,1000000,560.97ms,30.00ns,0.00ns,29.00ns,9.00ns,20.00ns,4.07us
opt/literal-alt/one-pattern,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,123,1000000,0.95s,200.00ns,0.00ns,204.00ns,16.00ns,190.00ns,3.84us
opt/literal-alt/one-pattern,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,123,1000000,904.87ms,200.00ns,0.00ns,203.00ns,16.00ns,190.00ns,4.78us
opt/literal-alt/pattern-per-word,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,123,1000000,1.71s,370.00ns,10.00ns,375.00ns,23.00ns,350.00ns,12.50us
opt/literal-alt/pattern-per-word,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,123,1000000,1.66s,370.00ns,10.00ns,376.00ns,384.00ns,340.00ns,118.64us
opt/nfa-sparse/small-repeated-class-bytes,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,96004,27,4.61s,111.70ms,114.25us,111.73ms,155.61us,111.51ms,112.14ms
opt/nfa-sparse/small-repeated-class-bytes,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,96004,28,4.51s,107.18ms,66.46us,107.22ms,114.42us,107.09ms,107.47ms
opt/nfa-sparse/small-repeated-class-unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,96004,27,4.61s,112.16ms,59.03us,112.24ms,241.33us,111.98ms,113.11ms
opt/nfa-sparse/small-repeated-class-unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,96004,29,4.66s,107.31ms,506.48us,105.11ms,3.42ms,98.01ms,107.90ms
opt/onepass/fn-predicate,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,7384531,356,4.56s,8.44ms,17.24us,8.44ms,39.25us,8.32ms,8.74ms
opt/onepass/fn-predicate,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,7384531,358,4.56s,8.39ms,15.74us,8.39ms,28.61us,8.35ms,8.52ms
opt/onepass/first-three-words-english,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,2077,4.51s,1.44ms,4.23us,1.44ms,6.70us,1.43ms,1.47ms
opt/onepass/first-three-words-english,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,2216,4.51s,1.35ms,6.21us,1.35ms,28.92us,1.33ms,1.47ms
opt/onepass/first-three-words-russian,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613423,2787,4.51s,1.07ms,4.79us,1.08ms,8.01us,1.07ms,1.20ms
opt/onepass/first-three-words-russian,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613423,2908,4.51s,1.03ms,5.31us,1.03ms,7.26us,1.02ms,1.09ms
opt/onepass/word-boundary-english,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,3208,4.51s,928.68us,5.41us,935.26us,47.28us,919.40us,1.51ms
opt/onepass/word-boundary-english,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,3509,4.51s,853.41us,4.04us,854.95us,33.09us,840.10us,1.47ms
opt/onepass/word-boundary-russian,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613423,4305,4.51s,694.37us,3.12us,696.87us,25.72us,685.21us,1.12ms
opt/onepass/word-boundary-russian,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613423,4628,4.51s,647.49us,4.41us,648.30us,8.53us,639.04us,1.07ms
opt/prefilter/literal-english,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,268501,4.62s,10.97us,151.00ns,11.12us,877.00ns,10.21us,54.06us
opt/prefilter/literal-english,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,238297,4.62s,12.48us,261.00ns,12.54us,1.98us,11.98us,126.90us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613357,87339,4.56s,34.15us,169.00ns,34.29us,773.00ns,32.70us,72.08us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613357,89669,4.57s,33.27us,211.00ns,33.40us,734.00ns,32.70us,69.91us
opt/prefilter/literal-russian,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613423,284095,4.63s,10.42us,130.00ns,10.51us,602.00ns,10.15us,44.86us
opt/prefilter/literal-russian,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613423,240095,4.62s,12.37us,30.00ns,12.44us,604.00ns,12.20us,45.78us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,613423,61534,4.56s,48.43us,149.00ns,48.69us,1.01us,47.90us,84.67us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,613423,60462,4.56s,49.37us,321.00ns,49.56us,1.11us,48.57us,84.93us
opt/prefilter/rust-functions,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,7384531,6201,4.56s,483.19us,2.12us,483.81us,4.20us,477.19us,654.63us
opt/prefilter/rust-functions,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,7384531,6476,4.51s,461.56us,2.05us,463.21us,4.66us,456.60us,509.37us
opt/reverse-anchored/word-end,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1000001,1000000,603.83ms,50.00ns,0.00ns,47.00ns,14.00ns,40.00ns,8.18us
