name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
opt/reverse-anchored/word-end,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1000001,1000000,604.09ms,50.00ns,0.00ns,47.00ns,9.00ns,40.00ns,3.58us
opt/reverse-inner/holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,77466,4.56s,38.54us,211.00ns,38.67us,1.07us,37.70us,79.69us
opt/reverse-inner/holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,73895,4.56s,40.39us,121.00ns,40.54us,773.00ns,39.84us,77.29us
opt/reverse-inner/email,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,7384531,42316,4.56s,70.78us,440.00ns,70.83us,1.75us,66.43us,116.04us
opt/reverse-inner/email,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,7384531,42927,4.56s,69.37us,520.00ns,69.83us,1.90us,67.65us,118.21us
opt/reverse-inner/factored-prefix,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,39710,4.56s,75.20us,190.00ns,75.49us,810.00ns,74.70us,107.91us
opt/reverse-inner/factored-prefix,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,40025,4.56s,74.76us,340.00ns,74.90us,894.00ns,73.46us,110.09us
opt/reverse-inner/no-quadratic-backward,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,8000,298276,4.68s,9.96us,40.00ns,10.01us,122.00ns,9.91us,21.28us
opt/reverse-inner/no-quadratic-backward,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,8000,299740,4.63s,9.93us,50.00ns,9.96us,131.00ns,9.86us,20.78us
opt/reverse-inner/no-quadratic-forward,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,8000,150621,4.57s,19.81us,69.00ns,19.87us,177.00ns,19.68us,35.24us
opt/reverse-inner/no-quadratic-forward,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,8000,146295,4.57s,20.51us,180.00ns,20.46us,280.00ns,20.18us,40.39us
opt/reverse-suffix/holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,594933,70074,4.56s,42.52us,120.00ns,42.75us,1.77us,41.64us,229.27us
opt/reverse-suffix/holmes,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,594933,68977,4.56s,43.14us,169.00ns,43.44us,1.81us,42.45us,152.51us
opt/reverse-suffix/no-quadratic,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,8000,297162,4.63s,9.97us,60.00ns,10.05us,224.00ns,9.88us,23.94us
opt/reverse-suffix/no-quadratic,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,8000,296988,4.68s,10.06us,70.00ns,10.05us,159.00ns,9.93us,21.59us
reported/i1095-word-repetition/unicode-compile,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,77,4.56s,37.35ms,164.42us,37.35ms,198.63us,36.97ms,37.85ms
reported/i1095-word-repetition/unicode-compile,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,80,4.56s,35.76ms,101.55us,35.78ms,166.76us,35.47ms,36.24ms
reported/i1095-word-repetition/unicode-search,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,512,3770,4.56s,792.97us,5.04us,795.83us,17.65us,773.78us,0.99ms
reported/i1095-word-repetition/unicode-search,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,512,3620,4.56s,828.53us,2.83us,828.78us,4.21us,816.01us,849.09us
reported/i1095-word-repetition/ascii-compile,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,7017,4.51s,50.25us,860.00ns,51.25us,2.18us,48.43us,62.27us
reported/i1095-word-repetition/ascii-compile,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,7098,4.51s,51.08us,631.00ns,51.50us,3.74us,47.79us,160.03us
reported/i1095-word-repetition/ascii-search,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,256,1000000,1.93s,690.00ns,0.00ns,694.00ns,36.00ns,670.00ns,8.38us
reported/i1095-word-repetition/ascii-search,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,256,1000000,1.91s,710.00ns,0.00ns,709.00ns,34.00ns,690.00ns,13.77us
reported/i13-subset-regex/original-ascii,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,16013977,864,4.56s,3.45ms,39.64us,3.47ms,115.26us,3.37ms,6.29ms
reported/i13-subset-regex/original-ascii,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,16013977,884,4.56s,3.39ms,12.94us,3.40ms,20.63us,3.34ms,3.50ms
reported/i13-subset-regex/original-unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,16013977,49,4.56s,61.11ms,628.62us,61.24ms,680.94us,60.08ms,62.84ms
reported/i13-subset-regex/original-unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,16013977,52,4.61s,58.23ms,745.96us,58.32ms,1.01ms,56.86ms,60.96ms
reported/i13-subset-regex/big-ascii,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,16013977,13,4.86s,239.17ms,1.68ms,239.71ms,1.71ms,236.78ms,243.18ms
reported/i13-subset-regex/big-ascii,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,16013977,14,4.61s,214.22ms,3.33ms,220.51ms,19.70ms,210.36ms,290.27ms
reported/i13-subset-regex/big-unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,16013977,3,6.26s,1.38s,104.95us,1.26s,168.54ms,1.02s,1.38s
reported/i13-subset-regex/big-unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,16013977,3,5.81s,1.28s,1.62ms,1.16s,163.01ms,931.80ms,1.28s
reported/i13-subset-regex/huge-ascii,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,16013977,2,4.61s,1.53s,4.21ms,1.53s,4.21ms,1.52s,1.53s
reported/i13-subset-regex/huge-ascii,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,16013977,3,7.01s,1.41s,5.42ms,1.41s,4.77ms,1.40s,1.41s
reported/i13-subset-regex/huge-unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,16013977,2,5.96s,1.51s,9.50ms,1.51s,9.50ms,1.50s,1.52s
reported/i13-subset-regex/huge-unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,16013977,3,6.96s,1.38s,202.26us,1.39s,3.43ms,1.38s,1.39s
reported/i13-subset-regex/huge-ascii-nosuffixlit,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,16013977,2,6.11s,1.53s,5.44ms,1.53s,5.44ms,1.53s,1.54s
reported/i13-subset-regex/huge-ascii-nosuffixlit,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,16013977,3,6.96s,1.39s,55.52us,1.39s,1.22ms,1.38s,1.39s
reported/i13-subset-regex/huge-unicode-nosuffixlit,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,16013977,2,4.56s,1.51s,1.36ms,1.51s,1.36ms,1.51s,1.51s
reported/i13-subset-regex/huge-unicode-nosuffixlit,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,16013977,3,7.21s,1.46s,7.16ms,1.46s,7.57ms,1.45s,1.47s
reported/i787-keywords/compile,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,4860,4.51s,445.76us,3.67us,446.25us,5.52us,433.58us,488.10us
reported/i787-keywords/compile,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,4828,4.51s,448.76us,2.79us,449.44us,4.78us,441.11us,549.80us
reported/i787-keywords/ascii,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,123141,4678,4.51s,640.50us,1.96us,641.36us,2.99us,635.43us,655.53us
reported/i787-keywords/ascii,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,123141,4792,4.51s,624.42us,1.99us,625.99us,4.08us,618.36us,648.41us
reported/i787-keywords/unicode,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,123141,4609,4.51s,648.64us,1.78us,650.87us,12.91us,639.13us,750.03us
reported/i787-keywords/unicode,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,123141,4725,4.51s,629.96us,1.83us,634.95us,13.98us,617.81us,765.19us
reported/i787-keywords/opt-ascii,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,123141,7510,4.51s,398.81us,1.61us,399.41us,3.40us,392.65us,492.36us
reported/i787-keywords/opt-ascii,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,123141,7778,4.51s,384.05us,1.97us,385.66us,4.88us,379.22us,421.74us
reported/i787-keywords/opt-unicode,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,123141,7543,4.51s,397.40us,1.89us,397.69us,2.66us,392.05us,451.31us
reported/i787-keywords/opt-unicode,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,123141,7609,4.51s,393.37us,1.12us,394.22us,4.88us,386.35us,481.53us
reported/i988-cloudflare-compile/javascript-obfuscation,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,139549,4.57s,20.81us,140.00ns,20.83us,1.29us,19.59us,365.86us
reported/i988-cloudflare-compile/javascript-obfuscation,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,140193,4.57s,20.71us,100.00ns,20.76us,620.00ns,20.10us,45.77us
reported/i988-cloudflare-compile/sql-injection,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,16033,4.51s,172.59us,1.02us,172.95us,2.73us,168.52us,265.69us
reported/i988-cloudflare-compile/sql-injection,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,15667,4.56s,176.07us,820.00ns,177.00us,8.52us,171.77us,334.26us
slow/quadratic-regex-1x,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,99,191675,4.62s,15.62us,49.00ns,15.60us,272.00ns,15.07us,41.71us
slow/quadratic-regex-1x,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,99,192610,4.62s,15.48us,70.00ns,15.52us,358.00ns,15.16us,47.72us
slow/quadratic-regex-2x,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,198,52971,4.56s,56.55us,60.00ns,56.58us,495.00ns,55.78us,72.40us
slow/quadratic-regex-2x,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,198,53427,4.56s,55.88us,120.00ns,56.10us,420.00ns,55.66us,68.73us
slow/quadratic-haystack-1x,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,100,350061,4.68s,8.51us,40.00ns,8.52us,171.00ns,8.16us,21.34us
slow/quadratic-haystack-1x,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,100,367956,4.67s,8.07us,30.00ns,8.10us,193.00ns,7.96us,24.71us
slow/quadratic-haystack-2x,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,200,104098,4.57s,28.91us,140.00ns,28.77us,1.89us,27.60us,286.45us
slow/quadratic-haystack-2x,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,200,105937,4.57s,28.22us,61.00ns,28.27us,267.00ns,27.69us,40.75us
test/dot/default-new-line,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,614.81ms,40.00ns,0.00ns,37.00ns,11.00ns,30.00ns,3.59us
test/dot/default-new-line,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,553.02ms,40.00ns,0.00ns,36.00ns,11.00ns,30.00ns,4.24us
test/dot/default-carriage-return,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,608.33ms,40.00ns,0.00ns,44.00ns,210.00ns,40.00ns,88.41us
test/dot/default-carriage-return,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,605.09ms,40.00ns,0.00ns,45.00ns,283.00ns,40.00ns,125.04us
test/dot/dotall-new-line,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,603.13ms,40.00ns,0.00ns,44.00ns,9.00ns,40.00ns,3.63us
test/dot/dotall-new-line,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,604.18ms,40.00ns,0.00ns,44.00ns,11.00ns,40.00ns,4.58us
test/dot/dotall-carriage-return,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,603.03ms,40.00ns,0.00ns,44.00ns,13.00ns,40.00ns,9.25us
test/dot/dotall-carriage-return,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,604.14ms,40.00ns,0.00ns,44.00ns,9.00ns,40.00ns,2.93us
test/dot/multiline-new-line,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,603.00ms,40.00ns,0.00ns,36.00ns,10.00ns,30.00ns,3.68us
test/dot/multiline-new-line,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,552.84ms,40.00ns,0.00ns,36.00ns,8.00ns,30.00ns,3.30us
test/dot/multiline-carriage-return,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,586.24ms,40.00ns,0.00ns,44.00ns,9.00ns,40.00ns,2.57us
test/dot/multiline-carriage-return,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,586.50ms,40.00ns,0.00ns,44.00ns,10.00ns,40.00ns,3.06us
test/dot/dotall-multiline-new-line,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,586.42ms,41.00ns,1.00ns,45.00ns,8.00ns,40.00ns,2.62us
test/dot/dotall-multiline-new-line,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,586.65ms,40.00ns,0.00ns,44.00ns,11.00ns,40.00ns,4.58us
test/dot/dotall-multiline-carriage-return,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,586.65ms,40.00ns,0.00ns,44.00ns,10.00ns,40.00ns,3.97us
test/dot/dotall-multiline-carriage-return,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,586.62ms,40.00ns,0.00ns,44.00ns,10.00ns,40.00ns,3.37us
test/func/leftmost-first,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,7,1000000,536.71ms,40.00ns,0.00ns,35.00ns,8.00ns,30.00ns,4.00us
test/func/leftmost-first,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,7,1000000,536.32ms,40.00ns,0.00ns,35.00ns,8.00ns,30.00ns,4.00us
test/func/dollar-only-matches-end,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,586.36ms,60.00ns,0.00ns,62.00ns,11.00ns,50.00ns,3.98us
test/func/dollar-only-matches-end,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,586.27ms,60.00ns,0.00ns,60.00ns,17.00ns,50.00ns,11.36us
test/func/non-greedy,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,636.54ms,70.00ns,0.00ns,75.00ns,326.00ns,60.00ns,142.95us
test/func/non-greedy,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,653.66ms,80.00ns,0.00ns,79.00ns,12.00ns,70.00ns,3.33us
test/model/count,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,37,1000000,705.54ms,90.00ns,0.00ns,95.00ns,12.00ns,90.00ns,3.53us
test/model/count,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,37,1000000,754.81ms,100.00ns,0.00ns,99.00ns,13.00ns,90.00ns,3.69us
test/model/count-spans,count-spans,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,37,1000000,754.79ms,120.00ns,0.00ns,120.00ns,17.00ns,110.00ns,8.94us
test/model/count-spans,count-spans,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,37,1000000,754.76ms,120.00ns,0.00ns,121.00ns,14.00ns,110.00ns,3.73us
test/model/count-captures,count-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,37,1000000,855.18ms,160.00ns,10.00ns,158.00ns,20.00ns,140.00ns,5.78us
test/model/count-captures,count-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,37,1000000,804.91ms,150.00ns,0.00ns,147.00ns,14.00ns,130.00ns,2.87us
test/model/grep,grep,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,13,1000000,603.91ms,50.00ns,0.00ns,53.00ns,13.00ns,50.00ns,6.78us
test/model/grep,grep,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,13,1000000,602.73ms,50.00ns,0.00ns,51.00ns,258.00ns,40.00ns,159.78us
test/model/grep-captures,grep-captures,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,20,1000000,1.11s,300.00ns,10.00ns,302.00ns,89.00ns,270.00ns,80.98us
test/model/grep-captures,grep-captures,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,20,1000000,1.06s,290.00ns,0.00ns,289.00ns,20.00ns,270.00ns,6.20us
test/model/compile,compile,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,,179553,4.62s,16.06us,120.00ns,16.10us,337.00ns,15.44us,26.57us
test/model/compile,compile,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,,183747,4.62s,15.69us,110.00ns,15.72us,348.00ns,15.03us,32.75us
test/unicode/case/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,552.62ms,30.00ns,0.00ns,32.00ns,10.00ns,30.00ns,4.00us
test/unicode/case/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,556.95ms,30.00ns,0.00ns,33.00ns,8.00ns,30.00ns,3.20us
test/unicode/case/ascii-with-unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,602.87ms,50.00ns,0.00ns,47.00ns,8.00ns,40.00ns,3.13us
test/unicode/case/ascii-with-unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,608.53ms,50.00ns,0.00ns,46.00ns,15.00ns,40.00ns,10.76us
test/unicode/case/unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,604.03ms,50.00ns,0.00ns,46.00ns,11.00ns,40.00ns,3.20us
test/unicode/case/unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,605.13ms,50.00ns,0.00ns,46.00ns,10.00ns,40.00ns,3.48us
test/unicode/decimal/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,552.65ms,30.00ns,0.00ns,34.00ns,9.00ns,30.00ns,2.98us
test/unicode/decimal/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,536.19ms,30.00ns,0.00ns,34.00ns,11.00ns,30.00ns,5.92us
test/unicode/decimal/unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,602.92ms,50.00ns,0.00ns,48.00ns,12.00ns,40.00ns,4.18us
test/unicode/decimal/unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,603.61ms,50.00ns,0.00ns,48.00ns,14.00ns,40.00ns,8.26us
test/unicode/invalid-utf8/dot-matches-xFF,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,604.26ms,40.00ns,0.00ns,44.00ns,18.00ns,40.00ns,9.69us
test/unicode/invalid-utf8/dot-matches-xFF,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,603.00ms,40.00ns,0.00ns,44.00ns,9.00ns,40.00ns,4.50us
test/unicode/invalid-utf8/dot-no-matches-xFF,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,604.08ms,40.00ns,0.00ns,36.00ns,9.00ns,30.00ns,2.38us
test/unicode/invalid-utf8/dot-no-matches-xFF,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,602.48ms,40.00ns,0.00ns,36.00ns,13.00ns,30.00ns,9.73us
test/unicode/invalid-utf8/dot-matches-codepoint-prefix,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,654.47ms,70.00ns,0.00ns,75.00ns,17.00ns,70.00ns,5.78us
test/unicode/invalid-utf8/dot-matches-codepoint-prefix,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,653.96ms,80.00ns,0.00ns,77.00ns,17.00ns,70.00ns,6.41us
test/unicode/invalid-utf8/dot-no-matches-codepoint-prefix,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,613.81ms,40.00ns,0.00ns,38.00ns,196.00ns,30.00ns,104.13us
test/unicode/invalid-utf8/dot-no-matches-codepoint-prefix,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,552.24ms,40.00ns,0.00ns,38.00ns,11.00ns,30.00ns,4.32us
test/unicode/invalid-utf8/xFF-matches-xFF,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,1,1000000,553.15ms,30.00ns,0.00ns,35.00ns,14.00ns,30.00ns,9.51us
test/unicode/invalid-utf8/xFF-matches-xFF,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,1,1000000,553.38ms,30.00ns,0.00ns,34.00ns,10.00ns,30.00ns,5.85us
test/unicode/letter/pL-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,613.94ms,50.00ns,0.00ns,47.00ns,12.00ns,40.00ns,4.48us
test/unicode/letter/pL-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,613.48ms,50.00ns,0.00ns,47.00ns,243.00ns,40.00ns,117.69us
test/unicode/letter/pLbraced-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,603.45ms,50.00ns,0.00ns,47.00ns,320.00ns,40.00ns,120.93us
test/unicode/letter/pLbraced-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,603.96ms,50.00ns,0.00ns,46.00ns,303.00ns,40.00ns,117.97us
test/unicode/letter/pLbraced-matches-nonbmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4,1000000,602.50ms,50.00ns,0.00ns,50.00ns,14.00ns,40.00ns,8.57us
test/unicode/letter/pLbraced-matches-nonbmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4,1000000,603.49ms,50.00ns,0.00ns,48.00ns,16.00ns,40.00ns,12.54us
test/unicode/letter/pLetter-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,604.03ms,50.00ns,0.00ns,48.00ns,18.00ns,40.00ns,10.45us
test/unicode/letter/pLetter-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,605.54ms,50.00ns,0.00ns,46.00ns,12.00ns,40.00ns,4.51us
test/unicode/letter/pLetter-casei-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,613.08ms,50.00ns,0.00ns,48.00ns,12.00ns,40.00ns,4.21us
test/unicode/letter/pLetter-casei-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,603.93ms,50.00ns,0.00ns,47.00ns,13.00ns,40.00ns,5.97us
test/unicode/letter/pLetter-gc-equals-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,603.85ms,50.00ns,0.00ns,47.00ns,8.00ns,40.00ns,3.03us
test/unicode/letter/pLetter-gc-equals-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,613.28ms,50.00ns,0.00ns,47.00ns,11.00ns,40.00ns,3.76us
test/unicode/letter/pLetter-gc-colon-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,604.52ms,50.00ns,0.00ns,48.00ns,275.00ns,40.00ns,143.64us
test/unicode/letter/pLetter-gc-colon-matches-bmp-delta,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,604.43ms,50.00ns,0.00ns,46.00ns,10.00ns,40.00ns,3.49us
test/unicode/utf8/dot-matches-byte,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4,1000000,705.98ms,100.00ns,0.00ns,95.00ns,12.00ns,90.00ns,3.08us
test/unicode/utf8/dot-matches-byte,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4,1000000,704.51ms,90.00ns,0.00ns,95.00ns,24.00ns,80.00ns,5.97us
test/unicode/utf8/dot-matches-codepoint,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,4,1000000,603.32ms,50.00ns,0.00ns,47.00ns,195.00ns,40.00ns,140.01us
test/unicode/utf8/dot-matches-codepoint,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,4,1000000,603.77ms,50.00ns,0.00ns,48.00ns,12.00ns,40.00ns,4.29us
test/unicode/whitespace/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,553.43ms,30.00ns,0.00ns,35.00ns,15.00ns,30.00ns,8.58us
test/unicode/whitespace/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,536.23ms,30.00ns,0.00ns,34.00ns,10.00ns,30.00ns,3.74us
test/unicode/whitespace/unicode,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,3,1000000,603.30ms,50.00ns,0.00ns,46.00ns,11.00ns,40.00ns,3.96us
test/unicode/whitespace/unicode,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,3,1000000,604.05ms,50.00ns,0.00ns,45.00ns,7.00ns,40.00ns,2.81us
test/unicode/word-boundary/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,553.06ms,40.00ns,0.00ns,37.00ns,9.00ns,30.00ns,3.05us
test/unicode/word-boundary/ascii-only,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,603.90ms,40.00ns,0.00ns,37.00ns,10.00ns,30.00ns,3.70us
test/unicode/word-boundary/unicode-alphabetic,count,0.1.0 (rev 5fff199b91),rust/regex,1.11.0,,2,1000000,1.12s,290.00ns,0.00ns,290.00ns,30.00ns,270.00ns,11.21us
test/unicode/word-boundary/unicode-alphabetic,count,0.1.0 (rev 5fff199b91),rust/regex-lookbehind,1.12.0,,2,1000000,1.10s,290.00ns,0.00ns,296.00ns,34.00ns,280.00ns,10.60us
